tweet_id,sentiment,author,content
1962898497,neutral,SturmDM,"http://twitpic.com/675u6 - Square B - she is sad because she wasn't there and now she's, well, square  (crocheted bee with poly fibe ..."
1962898675,worry,candireign,@Jazziy showed my fluid decreasing slightly so doesnt look like Im getting out of this bed anytime soon  Ive got a follow up U/S next week
1962899302,sadness,MOBEANZ,ps it's rainging
1962899393,neutral,marie126,Sitting at the doctor's office.
1962899642,neutral,FakerGigi,Have to run! I'll be on later and hopefully can catch everyone I missed today. Working on web is a bear and so I miss a lot.
1962899866,sadness,reenastarr,@innonate @juliaxgulia Can't figure out how to reply on Tumblr sorry! I don't get into NYC until 6/4 so I can't go to any events b4 then
1962899872,neutral,ME215,@Duncks   so not close enough that I could run out and get one
1962900071,neutral,mozzzzy,Listening to Busted - 3AM. I miss them
1962900166,neutral,baltschul,19 years for Phil Spector  http://bit.ly/199ZWD
1962900387,neutral,Fizzerella,I'm saying my goodbye to my car for the next 2 weeks  I'm gonna miss it!!  Its going to come back beautiful though!!
1962900521,love,ZapThunder,@HH4764 ...and there I miss you.
1962900798,sadness,RealWorldCara,Not a happy camper  not having a good day at all...
1962901259,worry,xnarx,@MsUndrstood My sister is graduating too &amp; I can't afford to buy here anything
1962904511,neutral,mattycus,Can I bring yself to go for the 1000 Heroism badges achievement?
1962904868,neutral,emilymacagy,Just passed the exit to Baltimore.
1962904962,neutral,ROD_ONE,@shinobistalin lord tariq hasnt been relevent since 98
1962905193,happiness,iamxande,Going to @LittleSkillet for lunch today with @earth2andy. Who's in? I still need to hit the ATM.
1962905897,worry,emclev,A delay until midnight  bloody thomson!!!!
1962906234,neutral,artoni,@msfeistus I AM A CHILD OF THE DIGITAL AGE I USE TWITTER TO ASK SUCH QUESTIONS do not bring logic into this
1962907212,worry,bedandbark,@PuptownProducts Worried about our Arabelle. Tweet please. Or text.
1962907467,worry,M641,@juliedarling supposed to be visiting Austin Sun-Thurs..but not feeling well since vaca.  Would've said hello for sure!
1962907469,sadness,LuckyStarX,@Fearnecotton I'm gonna miss the show  at whitby for the weekend! btw i love your show! Radio 1 is always on! ly x
1962907625,relief,h2obutterfly,bored out of my mind. I guess im paying the price for having so much fun yesterday.
1962907755,worry,ehammond84,@masterluke103 oh how the ladies will suffer now  LOL
1962908347,sadness,kitcathy,running errands with geeta... feeling like i have the plague
1962908455,worry,mommyofamonster,I miss matt today
1962908767,relief,dipali17,@BrooklynDDecker twice? lucky you. i havent even watched it once. just released here today.
1962908786,surprise,LaTani,@Arian_A i have but you know it's not that easy..
1962908815,sadness,christyrae7,Want to hang out with beth and tenaya and their hubbys tonight....but jon wants to hang out with some other people
1962908862,relief,amymarie1001,@JosephHabedank was gonna DM you but it says you're not following me!    lol  after all I've done!  hahaha
1962908994,surprise,RegalDiegel,@amdiegelman OH NO....do you think he's lived out his lifespan?
1962909004,worry,ladydia,ahh my poor feeeeeet
1962909080,sadness,monoclelad,Ha I got another #followfriday. take that @mage! oh... your listed too... thanks a lot @Lowjacker ya jerk.
1962909377,sadness,juliakontos,i didnt get a hug today
1962909575,worry,plutopian,What a bad day
1962909597,worry,GatorGrl,@JonKress perhaps she will start including #magic in all of her tweets now too. BTW... you didn't write #magic in ur tweet to me.
1962909777,neutral,Jonnodesu,Wanna go out
1962910049,sadness,wearingmascara,Tonight is my last night in my apartment...
1962910181,hate,cesmusik,@grizzmusic wheres the music mannnn!!?? my inbox is still empty
1962910197,worry,danniezeitgeist,@sarahsss i wish i had friends i could spend the night with
1962910340,worry,Eddie_Entropy,The pentagram has rejected the offering
1962910580,sadness,VanilleFille,My cat died of kidney failure during my math test  This day needs to get better.
1962910674,sadness,thethingiskat,@TheHebrican can we trade weather? it's all gloomy today in la.
1962910835,sadness,LauraBlood,I feel actual heartbreak.. @Levanah_Gates last night  x
1962910906,worry,crystalmaneval,everybody is leaving work early except me
1962910986,worry,kellyraeroberts,which was so UNLIKE the POs in oakland. they hated me
1962911272,neutral,arcprincess,just broke a vase that i didn't even get a chance to use
1962911316,worry,reflective,"@jennhoots Well let's be blessed together then too! Yes, I feel better, but I would be sick again though if my little was spared."
1962911708,worry,AdamDev13,@Pink Oh I beg of you to add just a 3rd nite in Dublin in October... PLEEEEEEEASSSEEEEEEE
1962912232,worry,emergencybreaks,So tired   Last group of the day is performing now.. It's been an interesting one.
1962912339,surprise,FizzleW,@bellarina1983 i haven't got a text back!  sod her i looks fabulous!
1962912501,sadness,seanpadilla,@amandadiva I've had to do laundry for the last two days
1962912560,relief,sorcha_d,@mileycyrus I would vote for you Miley but I live in Ireland  You'll be fine  Good luck! SlÃ¯Â¿Â½n!(bye in irish ) Sorcha xxxx
1962912603,sadness,JohnSeaborn,*sigh* Last day at work. I has an sadifying in my heartparts.
1962913067,worry,Fuxhuxtable,Its two o clock in the morning!
1962913068,relief,GemKelly,@T_Rex_513 I'm working all weekend
1962913176,sadness,RockChoy,I missed the math trade
1962913514,neutral,sfabsx,@JammyRabbins i wish you were playing at MY prom
1962913751,neutral,deanndunn,@brandystrippers Oh No! Oprah jumped in front again
1962913962,neutral,sweetsweetmagic,@Mollotova i was going to cal you  i'm not going to be able to cuz i close tonight and open tomorrow i'm real sorry But i'll have present
1962914195,worry,SaraMG,"Boingo connected without fuss this time, but it's slower'n snail piss...    (MDW, Food Count between Concourses A and B)"
1962914409,surprise,TessMorris,@pilgrimfamilyuk OOO YUK !! thats not good Im retching as we tweet
1962914481,empty,davygreenberg,@PenDaRella just that you're not here...
1962916231,hate,christinasacco,@DR I'm SO jealous- it's pouring right now
1962916417,sadness,vcharris09,wishing i could go out of town this weekend
1962916832,sadness,melex,@NG01 you got it. poor thing not gonna have a choice for much longer though
1962917007,neutral,imaniluvsyou,@OGBERRY cold &amp; raining in inglewood
1962917162,fun,SunshineBoat,"@blaqberry I know, me too.  I'm hoping since I got him sesame oil, which he loves, that he'll let it slide. *fingers crossed*"
1962917220,sadness,saujia49,"@Zaidah1 i can't listen to music at work  I probably could try, but then i'll have to start hunting for a new job on monday"
1962917442,worry,azstar165,"@Bri51NY Awww  that's no fun, did you take something?"
1962917454,neutral,shot_of_flair,on my way to work! I am gonna miss general hospital
1962917573,love,fartingpen,ok @shaaqt @spitphyre @limeice @unitechy @punkpolkadots Love you girls. but work beckons.  Will come back later for #twpp
1962917667,sadness,momof3inva,"@ChrisSligh I am saddened to see you felt the need to comment about Clay. I know you don't care, but you lost one follower today."
1962917919,neutral,abbieeeee,I'm so hunrgy right now and these heels kill me I can hardly walk in them
1962918026,love,BrittanyEdana,Just sitting waiting for my husband to get home
1962918168,neutral,ztay,"just paid $221/mo for a dedicated server @GoDaddy. Would rather get a slice @slicehost, but I using MS SQL"
1962918857,worry,VanessaCorsetti,My twitter is on c r a c k
1962918914,worry,peaceloveshann,storming outside
1962919092,hate,Chantaleewaid,I really don't like this weather
1962919197,love,amyrod84,@Shan_Shan_West Im so excited to see u!! Its been forever  My lil Shan Shan gettin married!!  PS Did u really get a tattoo?? Lol
1962919848,neutral,bleything,@ahockley: get into terminal and kill -9 it.  which is really what force quit should do
1962919947,sadness,whereisheather,i have the adam lambert version of FEELIN GOOD in my head... i miss idol already.
1962919980,hate,hockeyisgood,@ep31 well twitter doesn't even work from my phone anymore
1962920567,neutral,ASHtonCUTEsher,@Danyelle_Elaine lol y i see ya twitts all tha time n i didnt get this one till right now lol and u never get mines  damn twitta
1962925422,worry,musicsistah,thank god for some overcast and ivory. Trying to get my mom to take me out to lunch egh doesnt look like its gonna work.
1962925670,boredom,thehelpmovement,@spidermonkeyloo Were you going to come? The venue said that they couldn't afford to open so cancelled it. I wish we were there now!
1962925849,worry,maplesyrup86,I don't wanna do this presentation
1962926101,worry,aleee_jb,i NEED MY fRYEND!
1962926464,worry,xsonyax,Ohai wilkes barre--scranton exit!  estimated arrival time: 7:22. TOO FAR AWAY.
1962926513,neutral,leeconnolly1990,Workin.
1962926738,love,DIALYNREY,Had wonderful company and a not so bad salad today at McDonalds for lunch. Now headed to my doctor's appt. booh hiss!
1962926784,neutral,justineeg,Shower head broke while i was in the shower and shot straight @ my head.may get a welt later on from it
1962926808,enthusiasm,Cherrim,"@cloudconnected KH is the only thing I'll be a weeaboo about.  I still prefer it in English but I'm impatient, haha"
1962927275,neutral,NeonBlueTornado,@ambbboo Playing with lighters fire matches and grass
1962927451,worry,happybushra,"@andrewho why would u get in trouble with me, i did not follow the logic sorry"
1962928258,sadness,burgerrfacee,promised myself not to eat crisps but im starving and theres nothing else quick to eat
1962928259,fun,Marcweezy,Speedbumps suck when u gotta piss!!
1962928350,neutral,Dits,@temple3000 starbuck
1962928418,empty,rhemingway,feel so out of the loop. no twitter on my desktop and haven't listened to @gdgt weekly or read engadget in ages
1962928898,worry,dannylonestar,Dude my butt itches  but i cant scratch it cause ppl r here
1962929190,worry,Allieh212,About to get shot! Ow!
1962929449,hate,solipsiae,"@ctrleverything We're off.  I'm sorry. Parents coming in around 10-11, gonna eat with them, then house-hunt in Richardson. RAAAAIN CHEEECK"
1962930069,worry,artsyness,"Worried about Bry, he has bronchitis and a sinus infection   Poor baby."
1962930200,worry,thepodgineer,TweetDeck is acting really strange! Hum........ reinstall maybe. Update on the horizon? Or is it just another Adobe memory leak
1962930707,empty,tkes,Breaking the daily build broke my daily plan as well
1962930991,neutral,whatisreal,is working 4 to close
1962931368,surprise,kyelani,@DARRENJ0NES ooh ouch!   lovely weather but damn! cover up sugar! x
1962931433,worry,TigerAngel68,@websiteowner Thanks though - am trying to be positive!!  Wine may not be helping lol!!  Wish I could make the gigs.....
1962931492,surprise,DannyTRS,@Massawyrm we watched that one day in the middle of playing-- it REALLY doesn't hold up
1962931889,sadness,mario_garza,"ok, I want to quit my job....."
1962931909,worry,ROtotheD,@fanifang i did and i feel great....   but i still miss it...
1962931946,worry,yesitsmeabby,@Xx_Elmo_xX awhh you alright ?
1962932343,neutral,JoshuaDG,@laccboner mom said no.
1962932469,worry,TheHarvardian,*sighs* My head hurts.  Does anyone know if you can mix Benadryl with Claritin if you're already taking it with Sudafed?
1962933053,surprise,nannerland,Hi .. I have the net YAYY.. Im here for a short time though
1962933448,relief,WobblerSam,Ahhh i'm sqeaky clean and fresh. Even though i'm wearing dirty clothes  I love Two and a Half Men - it's amazing!
1962933455,worry,hoody8,life should be exciting today but someone very close to me has mardy bum and its starting to rub off on me!!
1962933618,neutral,christinababy,Trying to find someone to go to the mall with.
1962933774,neutral,snfields042009,Running in the rain
1962934046,sadness,HeartBreakV,@Suai awww me sorry.. its been so long.. u left me
1962934212,worry,AlanReidHall,@krystynchong Your still thinking?  Cheer up Buddy )
1962934276,neutral,brightisbest,@Tamsin1234 and I didn't get your myspak comment  big sad
1962934389,neutral,libbymiller,charbotgreen has been suspended  &quot;unusual activity??&quot;
1962934434,neutral,MyNamesJon,Boreedd
1962934564,sadness,shortsweetaznqt,My paycheck was nothing but a piece of paper.
1962934659,sadness,mikelancaster,"@tahninial nothing, they make it up, last time i checked a jar of curry sauce there was no pepper inside, i was disappointed"
1962934850,sadness,theflavorcory,Not eating funnel cake at Mag Fest is what I am doing
1962935019,love,Loliii,"@backstreetboys I'd love for Nicky Poo and Bri &amp; Howie &amp; Aj, to wish me a happy birthday  please please please please pleaseee guys.."
1962935176,hate,amysav83,@Don_J think so.. although think i am being ignored! not a good day
1962935398,happiness,kestrel_chan,"@Aeire ahahaha, that happens to me all the time.  poor Angela!"
1962935508,sadness,Jerbones,Wish I was going back to the lake for the weekend...had a blast...miss my lil bro
1962935928,worry,AceMas21,"@Emma300 Oh I'm sorry hun  (((XXX)))) I'm fine thanks.....kids are driving me nuts, but hey ho, they're back to school on Monday!!"
1962936068,happiness,Sweet1030,Wants to go catch happy hour @sonic to get me a strawberry lemonade slush (@ameshaye put me on them)...but i dont have my car...super
1962936350,neutral,zara_p,Sneezing hurts my back.
1962936473,sadness,tonysnotplayin,@laydieluck777 damn  real sorry to hear that ma
1962936678,fun,stinkylink,@pimpstyleo Yeah prbly pickin up songs for SingStar. Haven't checked the last few store updates. And dunno that Cranberries song.
1962937143,surprise,Boddingtons,@OfficialSTaylo no it doesn't...sheesh
1962937444,worry,kagomegan,@egsa I knooooow.  I'm just down on myself today I guess. I'll work on catching up instead. It would take too long to get there now.
1962937463,sadness,Cyndie09,@meganduffy aww I miss u too! Haven't ate
1962937480,sadness,KatGirl44,@aliasgirl18 Exactly!  He wouldn't say it if they'd hinted it to him. I will seriously die with him if it's true.
1962937758,neutral,imapuffin,"@lisafocat I know, they're shit. I am trying to sort out my portfolio and I don't know what to put in it!"
1962937767,worry,aubrieislame,@dkrleo1: aww im sorry honey.  that stinks
1962938326,worry,ladron02,About to go pick up my roomate from the airport....no more house to myself.
1962938539,worry,bernsteinr,"the people are coming to kill my mouse on monday    i have mixed emotions.  i mean, he lives in my desk drawer!!"
1962938661,worry,cynders67,@geeketteFi and I SIT HERE all on my own doing nowt  hmmpfff lol..have a good night
1962938736,neutral,misslittlemiss,Flat tire city
1962938750,happiness,likeyellowlemon,@Minicooperr yeahh! Ryland was amazing xD BUT I DIDN'T GET A HUG OFF HIM booo  Suarez seemed a bit off tbh..but I think he'd just woken up
1962938792,neutral,LizzMartin,@RespectMileyC can you follow me please?
1962938815,worry,unsaidthingsx,"i ate waaaay to much candy today, i feel sick"
1962939473,worry,BrittBombShell,@blairangela I don't want to  !!!! I am going to cry all the way home!!!
1962939585,neutral,rovingwave,work work work!
1962939900,happiness,GrrrlsOnMDMA,"Just eaten, and feel extremely bloated...  now for the not so fun part."
1962940214,worry,bijouxazurine,"I have to say, I find it very hard selling on etsy.... sometimes discouraging"
1962940399,relief,momgm,Last days of maternity leave
1962940419,surprise,DianasaurDishes,Was going to Grandpa's place for lunch to celebrate his 88th.  Just found out it's changed to a Chinese buffet  Bringing Gas-x!
1962940453,worry,SophieXOXOX,Darn it my DS died    x
1962940726,worry,Pirata,"fever's down. headache far worse, bad enough that light or sound make me want 2 cry.  new: wretched neck pain. im calling out to job#2"
1962941194,hate,vladmech,@LadyLucius Oh eww that is suck!
1962941323,worry,_magic8ball,@JosephChapman Outlook not so good
1962941564,surprise,wildbluebug,Was about to head downtown...now there's a flash flood!  - Photo: http://bkite.com/07XFs
1962948419,neutral,Kimli,Itchy boobs!
1962948714,neutral,emilyinchile,"fingers crossed that my neighbor can sign for my UPS package today, otherwise it may be bye-bye pretty skirts"
1962948750,sadness,becklyn13,"@Katrinasummer Dude, I hear ya. I'll be 26 two weeks from tomorrow. I feel old."
1962948860,worry,Dogbook,Fiona is sad because there wasn't enought room in Megan's suitcase for her  http://apps.facebook.com/dogbook/profile/view/5163602
1962948919,happiness,SamLikesHam123,About to present my project.
1962949206,worry,alifromdablock,"Am i really hyperventilating over my hair???  yes, i most certainly am."
1962949331,worry,Stargate_Addict,@Shansgrl have a good nap. Sorry bout the dumby at work.
1962949429,hate,powderkeg,my brother is irritating. and not just bc he takes &amp; wears my clothes without asking. i want to punch him violently for shit he does.
1962949453,neutral,BEGUNZAKARY,- doesn`t have a phone.
1962949484,worry,bridgetbean79,Its pouring and i have holes in my shoes
1962949696,worry,mrl14,@shoemoney I'm more upset about the fact that 2010 is the last year
1962949808,worry,leeuhhpluradon,I need a new phone already  or i needa go to the store and see if they'll fix mine o.O
1962950111,neutral,sean8412,can sum1 tells me how 2 vote 4 miley? it seems sum peeple r still voting i went 2 mtv.com nd it seems i cant vote
1962951120,sadness,ashleyrwatts,R is going to be mad :/ Science of Sleep is missing and it's due back! I didn't even get to watch it!
1962951394,sadness,GeoOlaru,Mexico City traffic  Beating the rush hour to make it to the Aeropuerto
1962951792,love,thisisnotphebe,aw man. just watched hollyoaks again and it was very sad
1962951804,surprise,mcleah_xx,"i wish that mcfly dream was real aha, i want tom to write in my action plannner  haaa, it would be awesome though ;D"
1962951815,sadness,peeja,@binary42 I'm sorry you won't make it.
1962951843,worry,DeadSpider,@Pappy60 Looks nice.... never knew VHS had such a short life span... hope my fav VHS is not dead
1962951954,neutral,brigwyn,@Mandaril blocked on this end  I'll have to try and remember it for later
1962951959,worry,Moitchell,Installing a new hard drive! Gotta redo everything though
1962952272,neutral,ShelliMayfield,PArts of me are starting to feel the effects of over tanning
1962952584,worry,4040-10-01,Twitter won't let me update online. My update box won't work.
1962952689,neutral,theluma,"@properhardcore Sorry, not getting the reference/meme"
1962952790,neutral,RockedByPickler,@marci723 OHH  yeah i sometimes forget  your in the other but cheek ok america
1962953012,enthusiasm,cgravish,Waiting for 5:00 &amp; having cramps
1962953075,hate,jessieC,Friday has a whole different meaning when you have to work Saturday and Sunday
1962953305,sadness,oliviamcc1,has has an ok day with jo. She bit me and now its bruised.
1962953674,sadness,francesspoon,@birdsandbones meeee too. i am listening to sad music and missing you.  ps - http://www.daytrotter.com/
1962954002,worry,michaeljung,"@tim_weber I wrote a leadership essay abt its founder. The expansion didn't went well, tried to break in America. Lots of money burned."
1962954005,sadness,crazyjulieta,@jennjolie yep... or it should b automatic that if u fall 4 someone that person does 2!or smthng like that... but the way it is SUCKS!
1962954195,sadness,summer_g,@sirhova its been clownin since it got flooded in htown in april. Got it repaired or so I thought.
1962954453,worry,shewar,i have dried up superglue on my thunb
1962954589,neutral,marktrolley,So much for Skype for BlackBerry in May
1962954956,surprise,AllieB29,The bunuelos were a huge hit but i had to skip shopping afterwards.  let's see what kind of trouble i can get into here...
1962955219,worry,beccasweetness,Great. I let my friend use my ipod this morning and he uses it all day and kills the battery. So now i cant listen to demi.
1962955382,worry,Bectron,@kellichase  I'm sorry.
1962955753,worry,LanaLectroshock,meep. i cant text patrick back. babyyyyyy!
1962955758,love,drewcantu,@jasonwitmer you haven't drawn me yet
1962955943,neutral,eileenrosado,@iamdiddy Well....not the Spurs!!!
1962956090,neutral,msillinitweet,Off to work
1962956152,empty,DanyelleTauryce,deadlines!
1962956153,worry,Nikkers,"@GaltsGhost LMAO shush. with my illness comes the joys of multiple mouth ulcers, and i think they are coming back  they JUST healed"
1962956295,worry,mattymax,Sad. I don't know what to do with my life. Everything I have done since the age of 16 has been towards healthcare and nursing
1962956352,sadness,tashanzac,I feel sorry for male singers.  they are never gonna be as great Zac Hanson! Pooorr fellas
1962956453,neutral,HeriCabral,@aldenpolicar good day sir. I'm hungry!
1962956640,worry,Dreness023,having a bad day
1962956705,sadness,Nerdcoresteve,@sarahfenn I prefer overcast days too. Sorry it's hot where you are.
1962956765,worry,SertiFYde,My girl needs a hug! She lost here cell phone
1962956937,hate,insearchofnkotb,Ughhhh...mad as ppl make me some times...I don't like 2 have 2 do yucky thngs  I am NOT cut out 2 deal w HR stuf...ppl's tears kill me!
1962957022,sadness,twi_vivs,ayy fml. nothing is perfect
1962957051,sadness,sportschiq,"@BabyStowz yea, feel like im bein ignored"
1962957721,worry,tomwiilloughby,had a great session canvassing in the sun... but now is miserable cus i have no1 to go to the pub with
1962957867,sadness,leasym,about to start work and missing him like crazy.I wont be seeing him till Tuesday
1962958667,worry,ehkinsey,@MrsNewlywed I am so sorry!!  That really sucks
1962959092,worry,Yarkii,ONLY 1 thing sucks about holidays: worrying about pets. Cats will be tgthr @ &quot;cat resort&quot; but Jonesy won't have much company @ dad-in-law
1962959104,worry,shannoncarll,misses @laurencarll so much
1962959302,surprise,terlieslie,and why is everyone having a nice weather but prague
1962959434,surprise,judyz,Apple is expected to launch a new iPhone this summer.  Hi my name is Judy and I am addicted to Apple products.
1962959446,worry,Sunshine_wine,"twit twit twitter! trying to &quot;legally&quot; watch a movie online, its not happening"
1962959497,happiness,sky14kemea,@jenrolton  awwwww  would a virtual high five make it any better?
1962959571,fun,GamingOnly,"On the airport in Philadelphia at the moment, waiting for the plane to leave in about an hour. Just six more hours on a plane"
1962959665,anger,kirstydutoit,im writing an exam on a SATURDAY  that should be illegal  where's my weekend?
1962959695,fun,bellalucia,"@Octo77 staying in, hve June exams 4 docent training class ,need to study  , we hvng zombie movie sunday aftrn, u both shld come over!"
1962959799,empty,irene_velasquez,I dont wanna im to spanish today
1962959903,love,thegreatrescue,really wants a puppy...
1962960950,sadness,sarahjoaustin,"@kurttheobald No problem. Unfortunately, I think it was just something I had to sort out on my own."
1962961308,sadness,needsex,I know I shouldn't be saying this but fuck it..I'm horny as hell  http://twurl.nl/8q6cjc
1962961381,neutral,brittanycormier,Home from school. Out tonight? Probably not
1962961597,sadness,TriciaVoulgaris,"home, don't feel like going to work tomorrow"
1962961660,neutral,akwhaaat,wtf?! my tweets aren't posting   super excited about the weekend! &lt;3jfg.
1962962311,worry,KMont,@alchemuse Oh noes.  Hope you feel better soon. My head sympathizes with yours.
1962962394,sadness,H2oShy,@mileycyrus AHHHH!!!! Voting is closed for your categories!!!  I would have voted for you in them though!  I tried.
1962962547,sadness,SavingAmyy,"Had some fun in the sun,, Im not seeing my tan yet though      I want chocolate!"
1962967636,neutral,LindseyA_,@War_Man im fully obsessed with their burritos enchilado style. My mom doesnt wanna go with me tho
1962967916,neutral,scubapps,"@Bunny90san ooo... No I believe they've all closed down, even the ones at the airport"
1962968330,neutral,MeganClaire,@jessicaringle i have to work tonight.  *M*
1962969112,worry,SoccerGirl28,Thinking about all of the cleaning and organizing that needs to be done over the weekend!
1962969384,worry,Delirious_sb,@backseatsurfer9 Oy.  Get checked for ulcers please please please.
1962969582,sadness,CR8D2XL,@Rckstar53 Why I gotta be all that?... I sad now
1962969989,worry,sivonclaire,I don't wanna go to work tonight.
1962970052,sadness,cristallrose,wish i didnt have to go to work tonight
1962970496,sadness,LlamaKid,Still not feeling well
1962970623,enthusiasm,emmaoconnell,Ready for Eastenders - going to be a good one!! .. Then the last BGT Semi Final  .. FINAL tomorrow night though  Exciting stuff...
1962970665,worry,SandyBarraza,Yes!! Finally Friday...which tech means nothing to me since Im currently unemployed
1962970792,sadness,brynndolyn,Biggest food fight/mosh pit ever and i miss it from across the school
1962971355,worry,rah_rah,@irgxana next time? I might not get there this time if the bus has anything to do with it
1962971587,sadness,Bolivarfiremen,Fire call today missed it
1962971915,love,macycotlman,@murdeek  i met him! hes from where i live !!! he goes clubbing the same places lol! i dont get twittter
1962972332,sadness,REALbran0bran0,was gonna go to my brothers show but still feeling like poo :**(
1962973466,sadness,BunniesNBuggies,Is anyone else having a bad Friday? Is not a fun day today.
1962973670,hate,BishopZero,"@heartystew Trickery?  No, just exasperation at seeing gay Pride hijacked by a politics bigger and uglier then anything it's meant for"
1962973782,happiness,antiqueweek,Best purchases at today at the yard sales: 2 large dog crates ($30) and a refrigerator for the office ($35) didn't buy anything old
1962974076,empty,thatssowilma,CAKE is sold out at terminal 5
1962974707,neutral,suPEARLative5,"Trying to open a .docx file on my virtual system while I'm under the dryer. But it only has Office 2007,"
1962975469,sadness,GraceRonnie,"Is on 'msn', but nones on! :@  :'("
1962976119,worry,kyelani,@DARRENJ0NES you poor thing   *hug*  plenty of aloe gel in summer eh?
1962976161,sadness,poofydew,"Best day at work, best weekend ahead. Hopefully I will have someone to go to USC with..."
1962976641,neutral,bellav,@chacesmithphoto will do! I may just have to keep it on my shelf with the rest of my old cameras
1962976784,worry,electroginge,@nevermore222 poor tony  come play scrabble on facebook!
1962977216,surprise,bsandeep,@shaaqT You forgot moi  #twpp
1962977277,worry,vixen_nova,http://twitpic.com/676hv - R.I.P Fristy just thinking abt her
1962977303,worry,pdxphotog,On the plane to yosemite. Forgot my laptop at home
1962977525,worry,Waqqar,"@rubberduckygirl Hey, sorry I didn't get in touch sooner! We didn't go by Bologna. It was out of our way"
1962977632,worry,marissamadcute,http://twitpic.com/676hz - It's raining  so chocolate world it is !
1962978628,sadness,hannahmalcrckrs,"at the risk of sounding like a whiny child, I gotta say...I WANNA GO HOOOOOOOOOOOOMEEEEE!!! Ugh."
1962978736,worry,drofder,@btpl iTunes won't let you move songs from the touch onto the computer.
1962978758,surprise,Doodlebug18,@danger_skies I want to dance with you too  I haven't really listened to that song since you left. It makes me miss you more
1962978835,worry,Kat_KittyKat,@DazzlesPR oh phew you scared me. I wont have ANY access when im in mexico
1962979329,relief,TanaisG,@Yermilla @NafRas 250E!!! CRAZZYYYY ! But just this summer !!!  cuz Ci are very close to RD! :s
1962979361,worry,amygailey,"Today I'm sad, my cat of 10 years has just stopped eating, and is very sick."
1962979927,worry,nhansta,Hey where my left nipple? She never respond bacc..
1962979937,worry,Dorinee,My parents wachting tv but it is terrible and there is nothing else  me so sad
1962980089,worry,suki,@doverbey why aren't you showing up as a #spymaster in my screen?
1962980201,worry,Jenn_Burch,Very sad that my camera is in the hands of the Geek Squad. 2-3 weeks!
1962980348,sadness,JacquelynRN,Prodigiy and The Crystal Method tomorrow for USC Birthday party and I have to work  first time I miss the Crystal Method. SAD!
1962980887,worry,libbymiller,hm seems to have been because my blog was marked as a phishing site
1962980900,neutral,dwilson7,Anybody want to bring me lunch?
1962981309,happiness,firebirdhouse,@tagscats thanks! You know that happens once in awhile
1962981317,sadness,carollineo,@backstreetboys http://twitpic.com/3x3wq - impossible to know them closely
1962981456,worry,dmoldenk,So.... the first day back to work = 300+ emails still to get through
1962981646,sadness,thetricktolife,"@jordanhowell nah just iplayer listening back to it, its not working"
1962981706,worry,katrina_v,it's summer time.... these gas prices are going up again
1962981911,neutral,limeice,@ankita_gaba Our bids gone to waste? @Shadez won't even give us a look  #twpp
1962982169,neutral,jd129,@aeversman  CALL ME
1962982261,worry,loveleeh,can't find any good version of 100 Monkeys song    ++ still doesn't get how to send message things on twitter.
1962982388,sadness,krmsn,I just lost my favorite pen  good thing I have a back up =D
1962982779,worry,matt_sawer,internet on trains is 100% awful!!!
1962983353,worry,JTSpurs,I just got back to London to discover.....still no tickets
1962983420,worry,veence,"@momebie omginorite! I'd be all fancy and tophatted all the time, it's really too bad I can't grow a handlebar moustache.."
1962983441,worry,spikyhairfool10,Thinking bout maddies comments
1962983841,happiness,shellybananas,"leaving work, going to crystal to search for her license, picking her and bia up, then heading to vegas. ugh i'm tired already"
1962984221,worry,ChampagneRDub,@cameo1172 i feel u  but its sooo close to me hard not to  but i cant so no point ugh
1962984667,neutral,SummerLovesVFC,DAMN IT!! _____________
1962990842,sadness,plumpqt,@AbbyRo good good same sched for me too sadly
1962991011,neutral,caitlinduhhh,Im so tired. And its so gloomy  what happeened ro summer?
1962991255,worry,GerzeLee,Washing The Dishes :S iTs So hard 2 be Me
1962991788,sadness,geezitsvivian,@stephenjerzak awww i didnt pass my speech
1962992517,neutral,velocejoe,Tired beyond reason. I would rather be just about anything else other then tired
1962992556,worry,YaGirlTia,Cried Like A Fukn Baby Today Durin Da Senior Show...Ima Miss All My Senior Friends
1962992620,neutral,wmhsrebelmom,"Note to self: don't wear steel toes to the court house, I'm just sayin"
1962992952,worry,AdmiralGaal,I hurt my foot in gym class.
1962993010,happiness,kaelahbee,Fever of 103. Awesome. My tonsils are so swollen I can't even eat solid food. Still on location  the pictures rule though
1962993062,empty,thegreatrescue,was on the verge of buying a Black AKC British Lab for $599 today... then the apartment complex overruled it....  dumb.
1962993589,empty,WorldsOfAlisha,@djknucklehead http://twitpic.com/665n7 - I dont like it
1962993771,sadness,emmaXIII,Bye bye edinburgh  i don't want to leave
1962994117,sadness,JasonReneau,"Kinda pissed really wanted to go see Drag me to Hell with Christina and Garrit, but I have to work till 2am  I'm go... http://znl.me/OSWGH"
1962994658,sadness,sophielovemcfly,"@tommcfly helllllloooooooooooo tom, gig tonight? sorry im not sure when your shows are over there! miss you in the UK  HI HI HI HI HI xx"
1962994684,love,TheLando618,O'Charleys? Pretty good. Especially when its free. Hot waitress? I think so. Back to work? Unfortunately.
1962994871,anger,cheesivore,@egheitasean Which denomination? I'm at the library and everything's blocked.
1962995299,worry,jvesolitario,@jaclynracpan ouch acid reflux hurt too...
1962995494,neutral,thefrankensteph,Justin's blanket shed black lint all over my white skirt.
